search_term,uniprot_accession,gene_name,description,ec_number,synonyms,location,keywords,go_terms,family,zinc_link,cansar_link,nearest_drug_target,matching_drug_target_50,matching_drug_target_35,number_of_3d_structure,number_of_3d_structure_with_small_molecule_ligand,number_of_3d_structure_with_druggability,number_of_3d_structure_druggable,percentage_of_3d_structure_druggable,number_of_3d_structure_tractable,percentage_of_3d_structure_tractable,ligand_druggability_score,ligand_druggability_percentile_rank,matching_protein_variants,screened_compounds,screened_compounds_active,screened_compounds_active_ro5,screened_fragments,screened_fragments_active,screened_fragments_active_ro5,most_prevalent_mutation,most_prevalent_cnv,highest_expressing_celllines
,P31150,GDI1,"Rab GDP dissociation inhibitor alpha",,"GDIA_HUMAN, GDI1, GDIL, OPHN2, RABGDIA, XAP4","Cytoplasm, Golgi apparatus, Trans-Golgi network","P31150 GDIA_HUMAN Rab GDP dissociation inhibitor alpha P31150,P50394,Q6FG50,Q7Z2G6,Q7Z2G9,Q7Z2H5,Q7Z2I6 Guanosine diphosphate dissociation inhibitor 1, Oligophrenin-2, Protein XAP-4 GDIL, OPHN2, RABGDIA, XAP4","axon, cytoplasm, cytosol, golgi apparatus, midbody, myelin sheath, neuronal cell body, protein-containing complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=GDIA_HUMAN,https://cansarblack.icr.ac.uk/target/P31150/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q14249,ENDOG,"Endonuclease G, mitochondrial",3.1.30.-,"NUCG_HUMAN, ENDOG",Mitochondrion,"Q14249 NUCG_HUMAN Endonuclease G, mitochondrial Q14249,Q5T281,Q9BSP2  ","cytosol, mitochondrial inner membrane, nucleus, perikaryon",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=NUCG_HUMAN,https://cansarblack.icr.ac.uk/target/Q14249/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P52564,MAP2K6,"Dual specificity mitogen-activated protein kinase kinase 6",2.7.12.2,"MP2K6_HUMAN, MAP2K6, MEK6, MKK6, PRKMK6, SKK3","Nucleus, Cytoplasm, Cytoplasm, Cytoskeleton","P52564 MP2K6_HUMAN Dual specificity mitogen-activated protein kinase kinase 6 P52564 MAPK/ERK kinase 6, Stress-activated protein kinase kinase 3 MEK6, MKK6, PRKMK6, SKK3","cytoskeleton, cytosol, nucleoplasm",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=MP2K6_HUMAN,https://cansarblack.icr.ac.uk/target/P52564/synopsis,"37.69|Q02750|MAP2K1|BINIMETINIB,COBIMETINIB,COBIMETINIB FUMARATE,SELUMETINIB,SELUMETINIB SULFATE,TRAMETINIB,TRAMETINIB DIMETHYL SULFOXIDE|Whole:::Protein",,"37.69|Q02750|MAP2K1|BINIMETINIB,COBIMETINIB,COBIMETINIB FUMARATE,SELUMETINIB,SELUMETINIB SULFATE,TRAMETINIB,TRAMETINIB DIMETHYL SULFOXIDE|Whole:::Protein||36.89|P36507|MAP2K2|BINIMETINIB,COBIMETINIB,COBIMETINIB FUMARATE,SELUMETINIB,SELUMETINIB SULFATE,TRAMETINIB,TRAMETINIB DIMETHYL SULFOXIDE|Whole:::Protein",,,,,0,,0,-1.05,68,,,,,,,,,,
,P36957,DLST,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",2.3.1.61,"ODO2_HUMAN, DLST, DLTS","Mitochondrion matrix, Nucleus","P36957 ODO2_HUMAN Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial P36957,B7Z5W8,E7ESY5,Q7LDY7,Q9BQ32 2-oxoglutarate dehydrogenase complex component E2, Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex, E2K DLTS","centriolar satellite, cytosol, membrane, mitochondrial matrix, mitochondrion, nucleoplasm, nucleus, oxoglutarate dehydrogenase complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=ODO2_HUMAN,https://cansarblack.icr.ac.uk/target/P36957/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P36954,POLR2I,"DNA-directed RNA polymerase II subunit RPB9",,"RPB9_HUMAN, POLR2I","Nucleus, Nucleolus","P36954 RPB9_HUMAN DNA-directed RNA polymerase II subunit RPB9 P36954,B2R5J2,Q6NW05 DNA-directed RNA polymerase II subunit I, RNA polymerase II 14.5 kDa subunit ","nucleolus, nucleoplasm, nucleus, rna polymerase ii",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=RPB9_HUMAN,https://cansarblack.icr.ac.uk/target/P36954/synopsis,,,,,,,,0,,0,-1.65,62,,,,,,,,,,
,Q9NY93,DDX56,"Probable ATP-dependent RNA helicase DDX56",3.6.4.13,"DDX56_HUMAN, DDX56, DDX21, NOH61","Nucleus, Nucleolus","Q9NY93 DDX56_HUMAN Probable ATP-dependent RNA helicase DDX56 Q9NY93,A4D2K9,C9JV95,Q6IAE2,Q9H9I8 ATP-dependent 61 kDa nucleolar RNA helicase, DEAD box protein 21, DEAD box protein 56 DDX21, NOH61","membrane, nucleolus",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=DDX56_HUMAN,https://cansarblack.icr.ac.uk/target/Q9NY93/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q9BXW4,MAP1LC3C,"Microtubule-associated proteins 1A/1B light chain 3C",,"MLP3C_HUMAN, MAP1LC3C","Cytoplasm, Cytoskeleton, Endomembrane system, Cytoplasmic vesicle, Autophagosome membrane, Cytoplasmic vesicle, Autophagosome","Q9BXW4 MLP3C_HUMAN Microtubule-associated proteins 1A/1B light chain 3C Q9BXW4,A0PJY8,A2RUP0 Autophagy-related protein LC3 C, Autophagy-related ubiquitin-like modifier LC3 C, MAP1 light chain 3-like protein 3, MAP1A/MAP1B light chain 3 C, Microtubule-associated protein 1 light chain 3 gamma ","autophagosome, autophagosome membrane, cytoplasmic ribonucleoprotein granule, cytoplasmic vesicle, cytosol, endomembrane system, microtubule, organelle membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=MLP3C_HUMAN,https://cansarblack.icr.ac.uk/target/Q9BXW4/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q13243,SRSF5,"Serine/arginine-rich splicing factor 5",,"SRSF5_HUMAN, SRSF5, HRS, SFRS5, SRP40",Nucleus,"Q13243 SRSF5_HUMAN Serine/arginine-rich splicing factor 5 Q13243,O14797,Q16662,Q49AD6,Q6FGE0 Delayed-early protein HRS, Pre-mRNA-splicing factor SRP40, Splicing factor, arginine/serine-rich 5 HRS, SFRS5, SRP40","cytosol, nuclear speck, nucleolus, nucleoplasm",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=SRSF5_HUMAN,https://cansarblack.icr.ac.uk/target/Q13243/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q9NRP7,STK36,"Serine/threonine-protein kinase 36",2.7.11.1,"STK36_HUMAN, STK36, KIAA1278","Cytoplasm, Nucleus","Q9NRP7 STK36_HUMAN Serine/threonine-protein kinase 36 Q9NRP7,B7WPM3,Q8TC32,Q9H9N9,Q9UF35,Q9ULE2 Fused homolog KIAA1278","cytoplasm, cytosol, extracellular region, nucleus",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=STK36_HUMAN,https://cansarblack.icr.ac.uk/target/Q9NRP7/synopsis,"36.09|P49841|GSK3B|LITHIUM CITRATE,LITHIUM CARBONATE|Whole:::Protein",,"36.09|P49841|GSK3B|LITHIUM CITRATE,LITHIUM CARBONATE|Whole:::Protein||35.12|P11802|CDK4|ABEMACICLIB,PALBOCICLIB,RIBOCICLIB,RIBOCICLIB SUCCINATE|Whole:::Protein",,,,,0,,0,-0.55,73,,,,,,,,,,
,P10301,RRAS,"Ras-related protein R-Ras",3.6.5.-,"RRAS_HUMAN, RRAS","Cell membrane","P10301 RRAS_HUMAN Ras-related protein R-Ras P10301,Q6FH12 p23 ","extracellular exosome, focal adhesion, plasma membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=RRAS_HUMAN,https://cansarblack.icr.ac.uk/target/P10301/synopsis,,,,,,,,0,,0,-1.8,60,,,,,,,,,,
,Q15257,PTPA,"Serine/threonine-protein phosphatase 2A activator",5.2.1.8,"PTPA_HUMAN, PTPA, PPP2R4","Cytoplasm, Nucleus","Q15257 PTPA_HUMAN Serine/threonine-protein phosphatase 2A activator Q15257,A2A347,A9IZU4,B4DXM4,Q15258,Q53GZ3,Q5TZQ2,Q9BUK1,Q9NNZ7,Q9NNZ8,Q9NNZ9 PP2A, subunit B', PR53 isoform, Phosphotyrosyl phosphatase activator, Serine/threonine-protein phosphatase 2A regulatory subunit 4, Serine/threonine-protein phosphatase 2A regulatory subunit B' PPP2R4","calcium channel complex, cytoplasm, extracellular exosome, nucleoplasm, nucleus, protein phosphatase type 2a complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=PTPA_HUMAN,https://cansarblack.icr.ac.uk/target/Q15257/synopsis,,,,,,,,0,,0,-1.75,61,,,,,,,,,,
,P62241,RPS8,"40S ribosomal protein S8",,"RS8_HUMAN, RPS8","Cytoplasm, Membrane","P62241 RS8_HUMAN 40S ribosomal protein S8 P62241,P09058,Q6IRL7 Small ribosomal subunit protein eS8 ","cytosol, cytosolic ribosome, cytosolic small ribosomal subunit, endoplasmic reticulum, extracellular exosome, focal adhesion, membrane, nucleoplasm, nucleus, ribonucleoprotein complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=RS8_HUMAN,https://cansarblack.icr.ac.uk/target/P62241/synopsis,,,,,,,,0,,0,-0.15,78,,,,,,,,,,
,P62263,RPS14,"40S ribosomal protein S14",,"RS14_HUMAN, RPS14",,"P62263 RS14_HUMAN 40S ribosomal protein S14 P62263,B2R5G5,D3DQG5,P06366,Q5BJI0 Small ribosomal subunit protein uS11 ","cytosol, cytosolic ribosome, cytosolic small ribosomal subunit, extracellular exosome, focal adhesion, membrane, nucleolus, nucleoplasm, postsynaptic density",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=RS14_HUMAN,https://cansarblack.icr.ac.uk/target/P62263/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P27695,APEX1,"DNA-(apurinic or apyrimidinic site) endonuclease",3.1.-.-,"APEX1_HUMAN, APEX1, APE, APE1, APEX, APX, HAP1, REF1","Nucleus, Nucleus, Nucleolus, Nucleus speckle, Endoplasmic reticulum, Cytoplasm, Mitochondrion","P27695 APEX1_HUMAN DNA-(apurinic or apyrimidinic site) endonuclease P27695,Q969L5,Q99775 APEX nuclease, Apurinic-apyrimidinic endonuclease 1, REF-1, Redox factor-1 APE, APE1, APEX, APX, HAP1, REF1","centrosome, chromosome, cytoplasm, endoplasmic reticulum, mitochondrion, nuclear speck, nucleolus, nucleoplasm, nucleus, perinuclear region of cytoplasm, ribosome, transcription regulator complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=APEX1_HUMAN,https://cansarblack.icr.ac.uk/target/P27695/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P11498,PC,"Pyruvate carboxylase, mitochondrial",6.4.1.1,"PYC_HUMAN, PC","Mitochondrion matrix","P11498 PYC_HUMAN Pyruvate carboxylase, mitochondrial P11498,B4DN00,Q16705 Pyruvic carboxylase ","cytoplasm, cytosol, mitochondrial matrix, mitochondrion",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=PYC_HUMAN,https://cansarblack.icr.ac.uk/target/P11498/synopsis,,,,,,,,0,,0,0,80,,,,,,,,,,
,P33240,CSTF2,"Cleavage stimulation factor subunit 2",,"CSTF2_HUMAN, CSTF2",Nucleus,"P33240 CSTF2_HUMAN Cleavage stimulation factor subunit 2 P33240,Q5H951,Q6LA74,Q8N502 CF-1 64 kDa subunit, Cleavage stimulation factor 64 kDa subunit ","cleavage body, mrna cleavage and polyadenylation specificity factor complex, nuclear body, nucleoplasm",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=CSTF2_HUMAN,https://cansarblack.icr.ac.uk/target/P33240/synopsis,,,,,,,,0,,0,-0.95,69,,,,,,,,,,
,P43694,GATA4,"Transcription factor GATA-4",,"GATA4_HUMAN, GATA4",Nucleus,"P43694 GATA4_HUMAN Transcription factor GATA-4 P43694,B7ZKX0,B7ZKZ4,Q3MJ45,Q5IFM8 GATA-binding factor 4 ","chromatin, nuclear body, nucleoplasm, nucleus, rna polymerase ii transcription regulator complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=GATA4_HUMAN,https://cansarblack.icr.ac.uk/target/P43694/synopsis,,,,,,,,0,,0,0.2,82,,,,,,,,,,
,P63165,SUMO1,"Small ubiquitin-related modifier 1",,"SUMO1_HUMAN, SUMO1, SMT3C, SMT3H3, UBL1","Nucleus membrane, Nucleus speckle, Cytoplasm, Nucleus, PML body, Cell membrane, Nucleus","P63165 SUMO1_HUMAN Small ubiquitin-related modifier 1 P63165,A8MUS8,B2R4I5,P55856,Q6FGG0,Q6NZ62,Q93068 GAP-modifying protein 1, SMT3 homolog 3, Sentrin, Ubiquitin-homology domain protein PIC1, Ubiquitin-like protein SMT3C, Ubiquitin-like protein UBL1 SMT3C, SMT3H3, UBL1","cytosol, nuclear body, nuclear envelope, nuclear membrane, nuclear pore, nuclear speck, nuclear stress granule, nucleolus, nucleoplasm, nucleus, plasma membrane, pml body",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=SUMO1_HUMAN,https://cansarblack.icr.ac.uk/target/P63165/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P30305,CDC25B,"M-phase inducer phosphatase 2",3.1.3.48,"MPIP2_HUMAN, CDC25B, CDC25HU2","Cytoplasm, Cytoskeleton, Microtubule organizing center, Centrosome, Cytoplasm, Cytoskeleton, Spindle pole","P30305 MPIP2_HUMAN M-phase inducer phosphatase 2 P30305,D3DVY1,D3DVY2,D3DVY3,D3DVY4,O43551,Q13971,Q5JX77,Q6RSS1,Q9BRA6 Dual specificity phosphatase Cdc25B CDC25HU2","centrosome, cytoplasm, cytosol, nucleoplasm, nucleus, spindle pole",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=MPIP2_HUMAN,https://cansarblack.icr.ac.uk/target/P30305/synopsis,,,,,,,,0,,0,0,80,,,,,,,,,,
,P51665,PSMD7,"26S proteasome non-ATPase regulatory subunit 7",,"PSMD7_HUMAN, PSMD7, MOV34L",,"P51665 PSMD7_HUMAN 26S proteasome non-ATPase regulatory subunit 7 P51665,D3DWS9,Q6PKI2,Q96E97 26S proteasome regulatory subunit RPN8, 26S proteasome regulatory subunit S12, Mov34 protein homolog, Proteasome subunit p40 MOV34L","cytosol, extracellular exosome, extracellular region, ficolin-1-rich granule lumen, membrane, nucleoplasm, nucleus, proteasome complex, proteasome regulatory particle, secretory granule lumen",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=PSMD7_HUMAN,https://cansarblack.icr.ac.uk/target/P51665/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q9NVP2,ASF1B,"Histone chaperone ASF1B",,"ASF1B_HUMAN, ASF1B",Nucleus,"Q9NVP2 ASF1B_HUMAN Histone chaperone ASF1B Q9NVP2,Q53G51,Q9NVZ0 Anti-silencing function protein 1 homolog B, CCG1-interacting factor A-II ","chromatin, nucleoplasm, protein-containing complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=ASF1B_HUMAN,https://cansarblack.icr.ac.uk/target/Q9NVP2/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q15910,EZH2,"Histone-lysine N-methyltransferase EZH2",2.1.1.356,"EZH2_HUMAN, EZH2, KMT6",Nucleus,"Q15910 EZH2_HUMAN Histone-lysine N-methyltransferase EZH2 Q15910,B2RAQ1,B3KS30,B7Z1D6,B7Z7L6,Q15755,Q75MG3,Q92857,Q96FI6 ENX-1, Enhancer of zeste homolog 2, Lysine N-methyltransferase 6 KMT6","chromatin, chromatin silencing complex, chromosome, cytoplasm, esc/e(z) complex, nucleoplasm, nucleus, pronucleus",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=EZH2_HUMAN,https://cansarblack.icr.ac.uk/target/Q15910/synopsis,100.00|Q15910|EZH2|TAZEMETOSTAT|Whole:::Protein,100.00|Q15910|EZH2|TAZEMETOSTAT|Whole:::Protein,100.00|Q15910|EZH2|TAZEMETOSTAT|Whole:::Protein,,,,,0,,0,-1.4,65,,,,,,,,,,
,Q15542,TAF5,"Transcription initiation factor TFIID subunit 5",,"TAF5_HUMAN, TAF5, TAF2D",Nucleus,"Q15542 TAF5_HUMAN Transcription initiation factor TFIID subunit 5 Q15542,A8K5B4,B2RMR0,B7ZKJ6,Q53EM4,Q5SYD5,Q86UZ7,Q9Y4K5 Transcription initiation factor TFIID 100 kDa subunit TAF2D","actin cytoskeleton, chromatin, nucleoplasm, nucleus, transcription factor tfiid complex, transcription factor tftc complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=TAF5_HUMAN,https://cansarblack.icr.ac.uk/target/Q15542/synopsis,,,,,,,,0,,0,-1.3,65,,,,,,,,,,
,P63244,RACK1,"Receptor of activated protein C kinase 1",,"RACK1_HUMAN, RACK1, GNB2L1","Cell membrane, Cytoplasm, Cytoplasm, Perinuclear region, Nucleus, Perikaryon, Cell projection, Dendrite, Cell projection, Phagocytic cup","P63244 RACK1_HUMAN Receptor of activated protein C kinase 1 P63244,B3KTJ0,D3DWS0,P25388,P99049,Q53HU2,Q5J8M6,Q5VLR4,Q6FH47 Cell proliferation-inducing gene 21 protein, Guanine nucleotide-binding protein subunit beta-2-like 1, Guanine nucleotide-binding protein subunit beta-like protein 12.3, Human lung cancer oncogene 7 protein, Receptor for activated C kinase, Small ribosomal subunit protein RACK1 GNB2L1","cytoplasm, cytosol, dendrite, extracellular exosome, ire1-rack1-pp2a complex, midbody, mitochondrion, neuronal cell body, nucleoplasm, nucleus, perikaryon, perinuclear region of cytoplasm, phagocytic cup, small ribosomal subunit",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=RACK1_HUMAN,https://cansarblack.icr.ac.uk/target/P63244/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q13617,CUL2,Cullin-2,,"CUL2_HUMAN, CUL2",,"Q13617 CUL2_HUMAN Cullin-2 Q13617,B3KT95,B7Z6K8,D3DRY6,G3V1S2,O00200,Q5T2B6,Q9UNF9  ","cul2-ring ubiquitin ligase complex, cullin-ring ubiquitin ligase complex, cytosol, nucleoplasm, scf ubiquitin ligase complex, vcb complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=CUL2_HUMAN,https://cansarblack.icr.ac.uk/target/Q13617/synopsis,,,,,,,,0,,0,-0.2,77,,,,,,,,,,
,P0DPH7,TUBA3C,"Tubulin alpha-3C chain",,"TBA3C_HUMAN, TUBA3C, TUBA2","Cytoplasm, Cytoskeleton","P0DPH7 TBA3C_HUMAN Tubulin alpha-3C chain P0DPH7,A6NJQ0,Q13748,Q5W099,Q6PEY3,Q96F18 Alpha-tubulin 2, Alpha-tubulin 3C, Tubulin alpha-2 chain TUBA2","cytoplasm, microtubule, nucleus",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=TBA3C_HUMAN,https://cansarblack.icr.ac.uk/target/P0DPH7/synopsis,"99.07|Q6PEY2|TUBA3E|BELANTAMAB MAFODOTIN,DOCETAXEL,DOCETAXEL,ERIBULIN,ERIBULIN MESYLATE,VINBLASTINE,VINBLASTINE SULFATE,VINCRISTINE,VINCRISTINE SULFATE,VINORELBINE,VINORELBINE TARTRATE|Whole:::Protein","99.07|Q6PEY2|TUBA3E|BELANTAMAB MAFODOTIN,DOCETAXEL,DOCETAXEL,ERIBULIN,ERIBULIN MESYLATE,VINBLASTINE,VINBLASTINE SULFATE,VINCRISTINE,VINCRISTINE SULFATE,VINORELBINE,VINORELBINE TARTRATE|Whole:::Protein||98.15|Q71U36|TUBA1A|BELANTAMAB MAFODOTIN,DOCETAXEL,DOCETAXEL,ERIBULIN,ERIBULIN MESYLATE,VINBLASTINE,VINBLASTINE SULFATE,VINCRISTINE,VINCRISTINE SULFATE,VINDESINE,VINDESINE SULFATE,VINFLUNINE,VINORELBINE,VINORELBINE TARTRATE|Whole:::Protein||97.69|P68363|TUBA1B|BELANTAMAB MAFODOTIN,DOCETAXEL,DOCETAXEL,ERIBULIN,ERIBULIN MESYLATE,VINBLASTINE,VINBLASTINE SULFATE,VINCRISTINE,VINCRISTINE SULFATE,VINORELBINE,VINORELBINE TARTRATE|Whole:::Protein||97.45|Q9BQE3|TUBA1C|BELANTAMAB MAFODOTIN,DOCETAXEL,DOCETAXEL,ERIBULIN,ERIBULIN MESYLATE,VINBLASTINE,VINBLASTINE SULFATE,VINCRISTINE,VINCRISTINE SULFATE,VINORELBINE,VINORELBINE TARTRATE|Whole:::Protein||95.37|P68366|TUBA4A|BELANTAMAB MAFODOTIN,COLCHICINE,DOCETAXEL,DOCETAXEL,ERIBULIN,ERIBULIN MESYLATE,VINBLASTINE,VINBLASTINE SULFATE,VINCRISTINE,VINCRISTINE SULFATE,VINORELBINE,VINORELBINE TARTRATE|Whole:::Protein","99.07|Q6PEY2|TUBA3E|BELANTAMAB MAFODOTIN,DOCETAXEL,DOCETAXEL,ERIBULIN,ERIBULIN MESYLATE,VINBLASTINE,VINBLASTINE SULFATE,VINCRISTINE,VINCRISTINE SULFATE,VINORELBINE,VINORELBINE TARTRATE|Whole:::Protein||98.15|Q71U36|TUBA1A|BELANTAMAB MAFODOTIN,DOCETAXEL,DOCETAXEL,ERIBULIN,ERIBULIN MESYLATE,VINBLASTINE,VINBLASTINE SULFATE,VINCRISTINE,VINCRISTINE SULFATE,VINDESINE,VINDESINE SULFATE,VINFLUNINE,VINORELBINE,VINORELBINE TARTRATE|Whole:::Protein||97.69|P68363|TUBA1B|BELANTAMAB MAFODOTIN,DOCETAXEL,DOCETAXEL,ERIBULIN,ERIBULIN MESYLATE,VINBLASTINE,VINBLASTINE SULFATE,VINCRISTINE,VINCRISTINE SULFATE,VINORELBINE,VINORELBINE TARTRATE|Whole:::Protein||97.45|Q9BQE3|TUBA1C|BELANTAMAB MAFODOTIN,DOCETAXEL,DOCETAXEL,ERIBULIN,ERIBULIN MESYLATE,VINBLASTINE,VINBLASTINE SULFATE,VINCRISTINE,VINCRISTINE SULFATE,VINORELBINE,VINORELBINE TARTRATE|Whole:::Protein||95.37|P68366|TUBA4A|BELANTAMAB MAFODOTIN,COLCHICINE,DOCETAXEL,DOCETAXEL,ERIBULIN,ERIBULIN MESYLATE,VINBLASTINE,VINBLASTINE SULFATE,VINCRISTINE,VINCRISTINE SULFATE,VINORELBINE,VINORELBINE TARTRATE|Whole:::Protein||41.90|P12456|mec-7|MEBENDAZOLE|Whole:::Protein||41.47|P21148|TBB|ALBENDAZOLE,THIABENDAZOLE|Whole:::Protein||41.20|P07437|TUBB|BELANTAMAB MAFODOTIN,CABAZITAXEL,DOCETAXEL,DOCETAXEL,ERIBULIN,ERIBULIN MESYLATE,VINBLASTINE,VINBLASTINE SULFATE,VINCRISTINE,VINCRISTINE SULFATE,VINDESINE,VINDESINE SULFATE,VINFLUNINE,VINORELBINE,VINORELBINE TARTRATE|Whole:::Protein||41.20|Q9BUF5|TUBB6|BELANTAMAB MAFODOTIN,DOCETAXEL,DOCETAXEL,ERIBULIN,ERIBULIN MESYLATE,VINBLASTINE,VINBLASTINE SULFATE,VINCRISTINE,VINCRISTINE SULFATE,VINORELBINE,VINORELBINE TARTRATE|Whole:::Protein||40.74|P68371|TUBB4B|BELANTAMAB MAFODOTIN,COLCHICINE,DOCETAXEL,DOCETAXEL,ERIBULIN,ERIBULIN MESYLATE,PACLITAXEL,VINBLASTINE,VINBLASTINE SULFATE,VINCRISTINE,VINCRISTINE SULFATE,VINORELBINE,VINORELBINE TARTRATE|Whole:::Protein||40.74|Q13509|TUBB3|BELANTAMAB MAFODOTIN,DOCETAXEL,DOCETAXEL,ERIBULIN,ERIBULIN MESYLATE,VINBLASTINE,VINBLASTINE SULFATE,VINCRISTINE,VINCRISTINE SULFATE,VINORELBINE,VINORELBINE TARTRATE|Whole:::Protein||40.51|P04350|TUBB4A|BELANTAMAB MAFODOTIN,DOCETAXEL,DOCETAXEL,ERIBULIN,ERIBULIN MESYLATE,VINBLASTINE,VINBLASTINE SULFATE,VINCRISTINE,VINCRISTINE SULFATE,VINORELBINE,VINORELBINE TARTRATE|Whole:::Protein||40.28|Q13885|TUBB2A|BELANTAMAB MAFODOTIN,DOCETAXEL,DOCETAXEL,ERIBULIN,ERIBULIN MESYLATE,VINBLASTINE,VINBLASTINE SULFATE,VINCRISTINE,VINCRISTINE SULFATE,VINORELBINE,VINORELBINE TARTRATE|Whole:::Protein||40.05|Q3ZCM7|TUBB8|BELANTAMAB MAFODOTIN,DOCETAXEL,DOCETAXEL,ERIBULIN,ERIBULIN MESYLATE,VINBLASTINE,VINBLASTINE SULFATE,VINCRISTINE,VINCRISTINE SULFATE,VINORELBINE,VINORELBINE TARTRATE|Whole:::Protein||39.95|Q9H4B7|TUBB1|BELANTAMAB MAFODOTIN,COLCHICINE,DOCETAXEL,DOCETAXEL,ERIBULIN,ERIBULIN MESYLATE,IXABEPILONE,VINBLASTINE,VINBLASTINE SULFATE,VINCRISTINE,VINCRISTINE SULFATE,VINORELBINE,VINORELBINE TARTRATE|Whole:::Protein",,,,,0,,0,,,,,,,,,,,,
,Q969N2,PIGT,"GPI transamidase component PIG-T",,"PIGT_HUMAN, PIGT","Endoplasmic reticulum membrane","Q969N2 PIGT_HUMAN GPI transamidase component PIG-T Q969N2,B2RND5,B7Z3N1,B7Z7I8,E1P622,G8JLF5,Q2NL69,Q7Z3N7,Q9BQY7,Q9BQY8,Q9UJG6,Q9Y2Z5 Phosphatidylinositol-glycan biosynthesis class T protein ","endoplasmic reticulum membrane, gpi-anchor transamidase complex, integral component of endoplasmic reticulum membrane, membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=PIGT_HUMAN,https://cansarblack.icr.ac.uk/target/Q969N2/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P47755,CAPZA2,"F-actin-capping protein subunit alpha-2",,"CAZA2_HUMAN, CAPZA2",,"P47755 CAZA2_HUMAN F-actin-capping protein subunit alpha-2 P47755,B4DG50 CapZ alpha-2 ","actin cytoskeleton, brush border, cortical cytoskeleton, cytosol, extracellular exosome, extracellular region, f-actin capping protein complex, membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=CAZA2_HUMAN,https://cansarblack.icr.ac.uk/target/P47755/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P61803,DAD1,"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1",,"DAD1_HUMAN, DAD1","Endoplasmic reticulum membrane","P61803 DAD1_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 P61803,D3DS25,O08552,O70364,P46966,P46968,Q6FGA3,Q96GB7 Defender against cell death 1 ","endoplasmic reticulum membrane, integral component of membrane, membrane, oligosaccharyltransferase complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=DAD1_HUMAN,https://cansarblack.icr.ac.uk/target/P61803/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
