search_term,uniprot_accession,gene_name,description,ec_number,synonyms,location,keywords,go_terms,family,zinc_link,cansar_link,nearest_drug_target,matching_drug_target_50,matching_drug_target_35,number_of_3d_structure,number_of_3d_structure_with_small_molecule_ligand,number_of_3d_structure_with_druggability,number_of_3d_structure_druggable,percentage_of_3d_structure_druggable,number_of_3d_structure_tractable,percentage_of_3d_structure_tractable,ligand_druggability_score,ligand_druggability_percentile_rank,matching_protein_variants,screened_compounds,screened_compounds_active,screened_compounds_active_ro5,screened_fragments,screened_fragments_active,screened_fragments_active_ro5,most_prevalent_mutation,most_prevalent_cnv,highest_expressing_celllines
,P17096,HMGA1,"High mobility group protein HMG-I/HMG-Y",,"HMGA1_HUMAN, HMGA1, HMGIY","Nucleus, Chromosome","P17096 HMGA1_HUMAN High mobility group protein HMG-I/HMG-Y P17096,P10910,Q5T6U9,Q9UKB0 High mobility group AT-hook protein 1, High mobility group protein R HMGIY","cytosol, focal adhesion, nucleoplasm, nucleus, rna polymerase ii transcription regulator complex, senescence-associated heterochromatin focus, transcription regulator complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=HMGA1_HUMAN,https://cansarblack.icr.ac.uk/target/P17096/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,O43474,KLF4,"Krueppel-like factor 4",,"KLF4_HUMAN, KLF4, EZF, GKLF",Nucleus,"O43474 KLF4_HUMAN Krueppel-like factor 4 O43474,B2R8S4,B3KT79,L0R3I6,L0R4N5,P78338,Q5T3J8,Q5T3J9,Q8N717,Q9UNP3 Epithelial zinc finger protein EZF, Gut-enriched krueppel-like factor EZF, GKLF","chromatin, cytoplasm, euchromatin, nucleoplasm, transcription regulator complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=KLF4_HUMAN,https://cansarblack.icr.ac.uk/target/O43474/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q9UDY8,MALT1,"Mucosa-associated lymphoid tissue lymphoma translocation protein 1",3.4.22.-,"MALT1_HUMAN, MALT1, MLT","Cytoplasm, Perinuclear region, Nucleus","Q9UDY8 MALT1_HUMAN Mucosa-associated lymphoid tissue lymphoma translocation protein 1 Q9UDY8,Q9NTB7,Q9ULX4 MALT lymphoma-associated translocation, Paracaspase MLT","cbm complex, cytoplasm, cytosol, fibrillar center, nucleus, perinuclear region of cytoplasm, polkadots, protein-containing complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=MALT1_HUMAN,https://cansarblack.icr.ac.uk/target/Q9UDY8/synopsis,"100.00|Q9UDY8|MALT1|MEPAZINE,MEPAZINE ACETATE|Whole:::Protein","100.00|Q9UDY8|MALT1|MEPAZINE,MEPAZINE ACETATE|Whole:::Protein","100.00|Q9UDY8|MALT1|MEPAZINE,MEPAZINE ACETATE|Whole:::Protein",,,,,0,,0,-0.1,78,,,,,,,,,,
,P42568,MLLT3,"Protein AF-9",,"AF9_HUMAN, MLLT3, AF9, YEATS3","Nucleus, Chromosome","P42568 AF9_HUMAN Protein AF-9 P42568,B1AMQ2,B2R7B3,B7Z755,D3DRJ8,Q8IVB0 ALL1-fused gene from chromosome 9 protein, Myeloid/lymphoid or mixed-lineage leukemia translocated to chromosome 3 protein, YEATS domain-containing protein 3 AF9, YEATS3","chromosome, cytosol, extracellular exosome, nucleoplasm, nucleus, transcription elongation factor complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=AF9_HUMAN,https://cansarblack.icr.ac.uk/target/P42568/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q15233,NONO,"Non-POU domain-containing octamer-binding protein",,"NONO_HUMAN, NONO, NRB54","Nucleus, Nucleus, Nucleolus, Nucleus speckle","Q15233 NONO_HUMAN Non-POU domain-containing octamer-binding protein Q15233,B7Z4C2,D3DVV4,F5GYZ3,O00201,P30807,Q12786,Q9BQC5 54 kDa nuclear RNA- and DNA-binding protein, 55 kDa nuclear protein, DNA-binding p52/p100 complex, 52 kDa subunit, NMT55, p54(nrb) NRB54","fibrillar center, membrane, nuclear matrix, nuclear speck, nucleoplasm, nucleus, paraspeckles, rna polymerase ii transcription regulator complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=NONO_HUMAN,https://cansarblack.icr.ac.uk/target/Q15233/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P04629,NTRK1,"High affinity nerve growth factor receptor",2.7.10.1,"NTRK1_HUMAN, NTRK1, MTC, TRK, TRKA","Cell membrane, Early endosome membrane, Late endosome membrane, Recycling endosome membrane","P04629 NTRK1_HUMAN High affinity nerve growth factor receptor P04629,B2R6T5,B7ZM34,P08119,Q15655,Q15656,Q5D056,Q5VZS2,Q7Z5C3,Q9UIU7 Neurotrophic tyrosine kinase receptor type 1, TRK1-transforming tyrosine kinase protein, Tropomyosin-related kinase A, Tyrosine kinase receptor, Tyrosine kinase receptor A, gp140trk, p140-TrkA MTC, TRK, TRKA","axon, cell surface, dendrite, early endosome, early endosome membrane, endosome membrane, integral component of plasma membrane, late endosome, late endosome membrane, neuronal cell body, plasma membrane, protein-containing complex, receptor complex, recycling endosome membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=NTRK1_HUMAN,https://cansarblack.icr.ac.uk/target/P04629/synopsis,"100.00|P04629|NTRK1|CENEGERMIN,ENTRECTINIB,LAROTRECTINIB,LAROTRECTINIB SULFATE|Whole:::Protein","100.00|P04629|NTRK1|CENEGERMIN,ENTRECTINIB,LAROTRECTINIB,LAROTRECTINIB SULFATE|Whole:::Protein||51.05|Q16620|NTRK2|CENEGERMIN,ENTRECTINIB,LAROTRECTINIB,LAROTRECTINIB SULFATE|Whole:::Protein||51.03|Q16288|NTRK3|CENEGERMIN,ENTRECTINIB,LAROTRECTINIB,LAROTRECTINIB SULFATE|Whole:::Protein","100.00|P04629|NTRK1|CENEGERMIN,ENTRECTINIB,LAROTRECTINIB,LAROTRECTINIB SULFATE|Whole:::Protein||51.05|Q16620|NTRK2|CENEGERMIN,ENTRECTINIB,LAROTRECTINIB,LAROTRECTINIB SULFATE|Whole:::Protein||51.03|Q16288|NTRK3|CENEGERMIN,ENTRECTINIB,LAROTRECTINIB,LAROTRECTINIB SULFATE|Whole:::Protein||47.14|P09619|PDGFRB|AXITINIB,BECAPLERMIN,DASATINIB,IMATINIB,IMATINIB MESYLATE,MIDOSTAURIN,NINTEDANIB,NINTEDANIB ESYLATE,PAZOPANIB,PAZOPANIB HYDROCHLORIDE,REGORAFENIB,SORAFENIB,SORAFENIB TOSYLATE,SUNITINIB,SUNITINIB MALATE|Whole:::Protein||44.59|Q08345|DDR1|NILOTINIB,NILOTINIB HYDROCHLORIDE MONOHYDRATE|Whole:::Protein||44.23|P35968|KDR|AXITINIB,CABOZANTINIB,CABOZANTINIB S-MALATE,LENVATINIB,LENVATINIB MESYLATE,MIDOSTAURIN,NINTEDANIB,NINTEDANIB ESYLATE,PAZOPANIB,PAZOPANIB HYDROCHLORIDE,RAMUCIRUMAB,REGORAFENIB,SORAFENIB,SORAFENIB TOSYLATE,SUNITINIB,SUNITINIB MALATE,AV9,VANDETANIB|Whole:::Protein||43.95|P17948|FLT1|AXITINIB,CABOZANTINIB,CABOZANTINIB S-MALATE,LENVATINIB,LENVATINIB MESYLATE,NINTEDANIB,NINTEDANIB ESYLATE,PAZOPANIB,PAZOPANIB HYDROCHLORIDE,REGORAFENIB,Selpercatinib,SORAFENIB,SORAFENIB TOSYLATE,SUNITINIB,SUNITINIB MALATE,AV9,VANDETANIB|Whole:::Protein||43.89|Q16832|DDR2|REGORAFENIB|Whole:::Protein||43.59|P07333|CSF1R|PAZOPANIB,PAZOPANIB HYDROCHLORIDE,PEXIDARTINIB,PEXIDARTINIB HYDROCHLORIDE,SUNITINIB,SUNITINIB MALATE|Whole:::Protein||42.57|P06213|INSR|INSULIN DETEMIR,INSULIN ASPART,INSULIN GLARGINE,INSULIN LISPRO,INSULIN PORK,INSULIN SUSP ISOPHANE RECOMBINANT HUMAN,INSULIN SUSP PROTAMINE ZINC PURIFIED BEEF,INSULIN ZINC SUSP EXTENDED PURIFIED BEEF,INSULIN ZINC SUSP SEMISYNTHETIC PURIFIED HUMAN,INSULIN SUSP ISOPHANE BEEF,INSULIN ZINC SUSP PURIFIED BEEF,INSULIN LISPRO PROTAMINE RECOMBINANT,INSULIN GLULISINE,INSULIN SUSP ISOPHANE SEMISYNTHETIC PURIFIED HUMAN,INSULIN SUSP PROTAMINE ZINC BEEF/PORK,INSULIN PURIFIED BEEF,INSULIN PURIFIED PORK,INSULIN,INSULIN ZINC SUSP PURIFIED BEEF/PORK,INSULIN SUSP ISOPHANE BEEF/PORK,INSULIN SUSP PROTAMINE ZINC PURIFIED PORK,INSULIN ZINC SUSP BEEF,INSULIN ZINC SUSP EXTENDED BEEF,INSULIN ZINC SUSP EXTENDED RECOMBINANT HUMAN,INSULIN ZINC SUSP PROMPT BEEF,INSULIN ZINC SUSP PROMPT PURIFIED PORK,INSULIN ZINC SUSP RECOMBINANT HUMAN,INSULIN ZINC SUSP PURIFIED PORK,INSULIN SUSP ISOPHANE PURIFIED BEEF,INSULIN SUSP ISOPHANE PURIFIED PORK,INSULIN ASPART PROTAMINE RECOMBINANT,INSULIN,INSULIN GLARGINE,INSULIN GLULISINE|Whole:::Protein||42.47|P10721|KIT|AVAPRITINIB,AXITINIB,DASATINIB,IMATINIB,IMATINIB MESYLATE,MIDOSTAURIN,PAZOPANIB,PAZOPANIB HYDROCHLORIDE,PEXIDARTINIB,PEXIDARTINIB HYDROCHLORIDE,REGORAFENIB,RIPRETINIB,SORAFENIB,SORAFENIB TOSYLATE,SUNITINIB,SUNITINIB MALATE|Whole:::Protein||41.89|P08069|IGF1R|BRIGATINIB,MECASERMIN,MECASERMIN RINFABATE,MECASERMIN RINFABATE,SOMATROPIN|Whole:::Protein||40.91|Q9UM73|ALK|ALECTINIB,ALECTINIB HYDROCHLORIDE,BRIGATINIB,CERITINIB,CRIZOTINIB,ENTRECTINIB,LORLATINIB|Whole:::Protein||40.54|P22455|FGFR4|ERDAFITINIB,NINTEDANIB,NINTEDANIB ESYLATE|Whole:::Protein||39.81|P10721|KIT|AVAPRITINIB,AXITINIB,DASATINIB,IMATINIB,IMATINIB MESYLATE,MIDOSTAURIN,PAZOPANIB,PAZOPANIB HYDROCHLORIDE,PEXIDARTINIB,PEXIDARTINIB HYDROCHLORIDE,REGORAFENIB,RIPRETINIB,SORAFENIB,SORAFENIB TOSYLATE,SUNITINIB,SUNITINIB MALATE|Whole:::Protein||38.79|Q9H3Y6|SRMS|DASATINIB,VANDETANIB|Whole:::Protein||38.75|P08922|ROS1|BRIGATINIB,ENTRECTINIB,LORLATINIB|Whole:::Protein||38.41|P21709|EPHA1|VANDETANIB|Whole:::Protein||38.14|Q02763|TEK|REGORAFENIB,VANDETANIB|Whole:::Protein||37.77|P08581|MET|CABOZANTINIB,CABOZANTINIB S-MALATE,CAPMATINIB,CAPMATINIB HYDROCHLORIDE,CRIZOTINIB|Whole:::Protein||37.50|P29317|EPHA2|DASATINIB,VANDETANIB|Whole:::Protein||37.46|Q15375|EPHA7|VANDETANIB|Whole:::Protein||37.36|Q08881|ITK|PAZOPANIB,PAZOPANIB HYDROCHLORIDE|Whole:::Protein||37.18|P54753|EPHB3|VANDETANIB|Whole:::Protein||37.09|Q07912|TNK2|ENTRECTINIB|Whole:::Protein||36.93|P29322|EPHA8|VANDETANIB|Whole:::Protein||36.76|P16234|PDGFRA|AVAPRITINIB,AXITINIB,MIDOSTAURIN,NILOTINIB,NILOTINIB HYDROCHLORIDE MONOHYDRATE,NINTEDANIB,NINTEDANIB ESYLATE,OLARATUMAB,PAZOPANIB,PAZOPANIB HYDROCHLORIDE,REGORAFENIB,RIPRETINIB,SUNITINIB,SUNITINIB MALATE|Whole:::Protein||36.50|Q06187|BTK|ACALABRUTINIB,IBRUTINIB,ZANUBRUTINIB|Whole:::Protein||35.92|P06239|LCK|DASATINIB,PAZOPANIB,PAZOPANIB HYDROCHLORIDE,VANDETANIB|Whole:::Protein||35.79|P07948|LYN|DASATINIB,VANDETANIB|Whole:::Protein||35.74|P42685|FRK|DASATINIB,REGORAFENIB,VANDETANIB|Whole:::Protein||35.48|P07949|RET|ALECTINIB,ALECTINIB HYDROCHLORIDE,REGORAFENIB,Selpercatinib,SORAFENIB,SORAFENIB TOSYLATE,SUNITINIB,SUNITINIB MALATE,VANDETANIB|Whole:::Protein||35.48|P12931|SRC|BOSUTINIB,DASATINIB,VANDETANIB|Whole:::Protein||35.48|P09619|PDGFRB|AXITINIB,BECAPLERMIN,DASATINIB,IMATINIB,IMATINIB MESYLATE,MIDOSTAURIN,NINTEDANIB,NINTEDANIB ESYLATE,PAZOPANIB,PAZOPANIB HYDROCHLORIDE,REGORAFENIB,SORAFENIB,SORAFENIB TOSYLATE,SUNITINIB,SUNITINIB MALATE|Whole:::Protein||35.42|Q15303|ERBB4|AFATINIB,AFATINIB DIMALEATE,DACOMITINIB,DACOMITINIB,NERATINIB,NERATINIB MALEATE,VANDETANIB|Whole:::Protein||35.22|P54764|EPHA4|VANDETANIB|Whole:::Protein||35.13|Q13882|PTK6|VANDETANIB|Whole:::Protein||35.09|P08631|HCK|BOSUTINIB,DASATINIB,VANDETANIB|Whole:::Protein||35.09|P51451|BLK|DASATINIB,VANDETANIB|Whole:::Protein||35.05|P00519|ABL1|BOSUTINIB,DASATINIB,IMATINIB,IMATINIB MESYLATE,NILOTINIB,NILOTINIB HYDROCHLORIDE MONOHYDRATE,PONATINIB,PONATINIB HYDROCHLORIDE,REGORAFENIB|Whole:::Protein",,,,,0,,0,1.05,91,,,,,,,,,,
,P68402,PAFAH1B2,"Platelet-activating factor acetylhydrolase IB subunit alpha2",3.1.1.47,"PA1B2_HUMAN, PAFAH1B2, PAFAHB",Cytoplasm,"P68402 PA1B2_HUMAN Platelet-activating factor acetylhydrolase IB subunit alpha2 P68402,A8DPS5,A8DPS6,A8DPS7,E9PEJ5,E9PLP3,O00687,Q29459,Q6IBR6 PAF acetylhydrolase 30 kDa subunit, PAF-AH subunit beta PAFAHB","1-alkyl-2-acetylglycerophosphocholine esterase complex, cytoplasm, cytosol, extracellular exosome, extracellular region, fibrillar center, ficolin-1-rich granule lumen, nucleolus, plasma membrane, secretory granule lumen",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=PA1B2_HUMAN,https://cansarblack.icr.ac.uk/target/P68402/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q15365,PCBP1,"Poly(rC)-binding protein 1",,"PCBP1_HUMAN, PCBP1","Nucleus, Cytoplasm","Q15365 PCBP1_HUMAN Poly(rC)-binding protein 1 Q15365,Q13157,Q14975 Alpha-CP1, Heterogeneous nuclear ribonucleoprotein E1, Nucleic acid-binding protein SUB2.3 ","cytoplasm, cytoplasmic ribonucleoprotein granule, cytosol, extracellular exosome, membrane, nuclear speck, nucleoplasm, nucleus",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=PCBP1_HUMAN,https://cansarblack.icr.ac.uk/target/Q15365/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P29590,PML,"Protein PML",2.3.2.-,"PML_HUMAN, PML, MYL, PP8675, RNF71, TRIM19","Nucleus, Nucleus, Nucleoplasm, Cytoplasm, Nucleus, PML body, Nucleus, Nucleolus, Endoplasmic reticulum membrane, Early endosome membrane","P29590 PML_HUMAN Protein PML P29590,E9PBR7,P29591,P29592,P29593,Q00755,Q15959,Q59FP9,Q8WUA0,Q96S41,Q9BPW2,Q9BWP7,Q9BZX6,Q9BZX7,Q9BZX8,Q9BZX9,Q9BZY0,Q9BZY2,Q9BZY3 E3 SUMO-protein ligase PML, Promyelocytic leukemia protein, RING finger protein 71, RING-type E3 SUMO transferase PML, Tripartite motif-containing protein 19 MYL, PP8675, RNF71, TRIM19","chromatin, chromosome, cytoplasm, cytosol, early endosome membrane, extrinsic component of endoplasmic reticulum membrane, heterochromatin, nuclear matrix, nuclear membrane, nucleolus, nucleoplasm, nucleus, pml body",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=PML_HUMAN,https://cansarblack.icr.ac.uk/target/P29590/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q01130,SRSF2,"Serine/arginine-rich splicing factor 2",,"SRSF2_HUMAN, SRSF2, SFRS2","Nucleus, Nucleus, Nucleoplasm, Nucleus speckle","Q01130 SRSF2_HUMAN Serine/arginine-rich splicing factor 2 Q01130,B3KWD5,B4DN89,H0YG49 Protein PR264, Splicing component, 35 kDa, Splicing factor SC35, Splicing factor, arginine/serine-rich 2 SFRS2","cytoplasm, cytosol, nuclear speck, nucleoplasm, nucleus",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=SRSF2_HUMAN,https://cansarblack.icr.ac.uk/target/Q01130/synopsis,,,,,,,,0,,0,-1.8,60,,,,,,,,,,
,P40763,STAT3,"Signal transducer and activator of transcription 3",,"STAT3_HUMAN, STAT3, APRF","Cytoplasm, Nucleus","P40763 STAT3_HUMAN Signal transducer and activator of transcription 3 P40763,A8K7B8,K7ENL3,O14916,Q9BW54 Acute-phase response factor APRF","chromatin, cytoplasm, cytosol, nucleoplasm, nucleus, plasma membrane, rna polymerase ii transcription regulator complex, transcription regulator complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=STAT3_HUMAN,https://cansarblack.icr.ac.uk/target/P40763/synopsis,,,,,,,,0,,0,2.05,97,,,,,,,,,,
,P37173,TGFBR2,"TGF-beta receptor type-2",2.7.11.30,"TGFR2_HUMAN, TGFBR2","Cell membrane, Membrane raft","P37173 TGFR2_HUMAN TGF-beta receptor type-2 P37173,B4DTV5,Q15580,Q6DKT6,Q99474 TGF-beta type II receptor, Transforming growth factor-beta receptor type II ","caveola, cytosol, external side of plasma membrane, integral component of membrane, integral component of plasma membrane, membrane raft, plasma membrane, receptor complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=TGFR2_HUMAN,https://cansarblack.icr.ac.uk/target/P37173/synopsis,"37.50|P36507|MAP2K2|BINIMETINIB,COBIMETINIB,COBIMETINIB FUMARATE,SELUMETINIB,SELUMETINIB SULFATE,TRAMETINIB,TRAMETINIB DIMETHYL SULFOXIDE|Whole:::Protein",,"37.50|P36507|MAP2K2|BINIMETINIB,COBIMETINIB,COBIMETINIB FUMARATE,SELUMETINIB,SELUMETINIB SULFATE,TRAMETINIB,TRAMETINIB DIMETHYL SULFOXIDE|Whole:::Protein",,,,,0,,0,-0.05,79,,,,,,,,,,
,P04637,TP53,"Cellular tumor antigen p53",,"P53_HUMAN, TP53, P53","Cytoplasm, Nucleus, Nucleus, PML body, Endoplasmic reticulum, Mitochondrion matrix, Cytoplasm, Cytoskeleton, Microtubule organizing center, Centrosome, Nucleus, Cytoplasm, Nucleus, Cytoplasm, Nucleus, Cytoplasm, Nucleus, Cytoplasm, Nucleus, Cytoplasm, Nucleus, Cytoplasm, Cytoplasm","P04637 P53_HUMAN Cellular tumor antigen p53 P04637,Q15086,Q15087,Q15088,Q16535,Q16807,Q16808,Q16809,Q16810,Q16811,Q16848,Q2XN98,Q3LRW1,Q3LRW2,Q3LRW3,Q3LRW4,Q3LRW5,Q86UG1,Q8J016,Q99659,Q9BTM4,Q9HAQ8,Q9NP68,Q9NPJ2,Q9NZD0,Q9UBI2,Q9UQ61 Antigen NY-CO-13, Phosphoprotein p53, Tumor suppressor p53 P53","centrosome, chromatin, cytoplasm, cytosol, endoplasmic reticulum, mitochondrial matrix, mitochondrion, nuclear matrix, nucleolus, nucleoplasm, nucleus, pml body, protein-containing complex, replication fork, site of double-strand break, transcription regulator complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=P53_HUMAN,https://cansarblack.icr.ac.uk/target/P04637/synopsis,,,,,,,,0,,0,-0.1,78,,,,,,,,,,
,Q01081,U2AF1,"Splicing factor U2AF 35 kDa subunit",,"U2AF1_HUMAN, U2AF1, U2AF35, U2AFBP","Nucleus, Nucleus speckle","Q01081 U2AF1_HUMAN Splicing factor U2AF 35 kDa subunit Q01081,Q701P4,Q71RF1 U2 auxiliary factor 35 kDa subunit, U2 small nuclear RNA auxiliary factor 1, U2 snRNP auxiliary factor small subunit U2AF35, U2AFBP","cajal body, catalytic step 2 spliceosome, nuclear speck, nucleoplasm, spliceosomal complex, u2af complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=U2AF1_HUMAN,https://cansarblack.icr.ac.uk/target/Q01081/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q96AJ9,VTI1A,"Vesicle transport through interaction with t-SNAREs homolog 1A",,"VTI1A_HUMAN, VTI1A","Cytoplasmic vesicle, Golgi apparatus membrane","Q96AJ9 VTI1A_HUMAN Vesicle transport through interaction with t-SNAREs homolog 1A Q96AJ9,A2A307,B4E137,Q5W0D7 Vesicle transport v-SNARE protein Vti1-like 2, Vti1-rp2 ","autophagosome, clathrin-coated vesicle, cytosol, endoplasmic reticulum membrane, endosome, er to golgi transport vesicle membrane, golgi apparatus, golgi membrane, integral component of membrane, intracellular membrane-bounded organelle, late endosome membrane, neuron projection terminus, neuronal cell body, perinuclear region of cytoplasm, snare complex, synaptic vesicle, trans-golgi network membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=VTI1A_HUMAN,https://cansarblack.icr.ac.uk/target/Q96AJ9/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P31749,AKT1,"RAC-alpha serine/threonine-protein kinase",2.7.11.1,"AKT1_HUMAN, AKT1, PKB, RAC","Cytoplasm, Nucleus, Cell membrane","P31749 AKT1_HUMAN RAC-alpha serine/threonine-protein kinase P31749,B2RAM5,B7Z5R1,Q9BWB6 Protein kinase B, Protein kinase B alpha, Proto-oncogene c-Akt, RAC-PK-alpha PKB, RAC","cell-cell junction, ciliary basal body, cytoplasm, cytosol, extrinsic component of cytoplasmic side of plasma membrane, lamellipodium, microtubule cytoskeleton, mitochondrion, nucleoplasm, nucleus, plasma membrane, postsynapse, protein-containing complex, spindle, vesicle",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=AKT1_HUMAN,https://cansarblack.icr.ac.uk/target/P31749/synopsis,48.41|P24723|PRKCH|MIDOSTAURIN|Whole:::Protein,,"48.41|P24723|PRKCH|MIDOSTAURIN|Whole:::Protein||47.44|P17252|PRKCA|MIDOSTAURIN|Whole:::Protein||46.96|Q02156|PRKCE|MIDOSTAURIN|Whole:::Protein||46.65|P41743|PRKCI|MIDOSTAURIN|Whole:::Protein||45.94|Q05513|PRKCZ|MIDOSTAURIN|Whole:::Protein||45.43|P05129|PRKCG|MIDOSTAURIN|Whole:::Protein||44.64|Q04759|PRKCQ|MIDOSTAURIN|Whole:::Protein||42.78|P05771|PRKCB|MIDOSTAURIN|Whole:::Protein||42.69|Q05655|PRKCD|MIDOSTAURIN|Whole:::Protein||37.25|Q13464|ROCK1|NETARSUDIL,unnamed compound|Whole:::Protein||36.21|O75116|ROCK2|NETARSUDIL,unnamed compound|Whole:::Protein||35.37|Q15139|PRKD1|MIDOSTAURIN|Whole:::Protein",,,,,0,,0,1.6,95,,,,,,,,,,
